EntityID,LEA Name,County,Total: Total,"Local, Intermediate, State: Total",Total: M&O - Operations,"Local, Intermediate, State: M&O - Operations",Total: M&O - Other,"Local, Intermediate, State: M&O - Other",Total: M&O and CSF & IIF - Operations,"Local, Intermediate, State: M&O and CSF & IIF - Operations",Total: M&O and CSF & IIF - Other,"Local, Intermediate, State: M&O and CSF & IIF - Other",Total Property Revenue,Total Students,Percent Asian,Percent Black,Percent Hispanic,Percent White,Percent SPED,Percent ELL,Percent Poverty,Percent Non-White,ELL Grouping,Non-White Grouping,Poverty Grouping,Black Grouping,Hispanic Grouping,SPED Grouping,Per-Pupil Revenue: Total,Per-Pupil Revenue: Maintenance & Operations,Per-Pupil Property Revenue,Property Revenue Quartile,Property Tax Rate
79391,Cobre Valley Institute of Technology District,Pinal,1676335,1670546,1389257,1389257,287078,281289,1451177,1451177,225158,219369,203887574,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
79397,Valley Academy for Career and Technology Education,Yavapai,1751912,1728075,1417111,1417111,334801,310964,1453805,1453805,298107,274270,923338408,22,0,0,0,1,NA,0,NA,0,Quartiles 1 & 2,Quartile 1,NA,"Quartiles 1, 2, & 3",Quartile 1,NA,78548.86364,66082.04545,41969927.64,Quartile 4,0.05
79403,Cochise Technology District,Cochise,4874069,4639442,4030085,4030085,843984,609357,4064363,4064363,809706,575079,794069821,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
79598,Kingman Unified School District,Mohave,71566378.02,63734311.78,48570994,48570994,22995384.02,15163317.78,53236420,53236420,18329958.02,10497891.78,465952428,7053,0.010491989,0.008648802,0.226286687,0.674181199,0.161633348,0.018857224,0.253546099,0.325818801,Quartiles 1 & 2,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,9036.4826,7548.053311,66064.43046,Quartile 2,5.8608
80923,West-MEC - Western Maricopa Education Center,Maricopa,58525535,58445966,27863558,27863558,30661977,30582408,28437307,28437307,30088228,30008659,14803114355,240,0,0,0.348214286,0.602678571,NA,0,NA,0.397321429,Quartiles 1 & 2,Quartile 2,NA,"Quartiles 1, 2, & 3",Quartile 2,NA,243524.8583,118488.7792,61679643.15,Quartile 4,0.1994
81114,Northeast Arizona Technological Institute of Vocational Education,Navajo,2725325,2641002,2068751,2068751,656574,572251,2083795,2083795,641530,557207,81981648,29,0,0,0,0,NA,0,NA,1,Quartiles 1 & 2,Quartile 4,NA,"Quartiles 1, 2, & 3",Quartile 1,NA,91069.03448,71855,2826953.379,Quartile 4,0.05
87600,Gila County Regional School District,Gila,259685,41625,31548,31548,228137,10077,40421,40421,219264,1204,0,11,0,0,0,0,0,0,NA,1,Quartiles 1 & 2,Quartile 4,NA,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,3784.090909,3674.636364,0,Quartile 1,0
89380,Pima County JTED,Pima,25395509.03,24999247.28,24141320,24141320,1254189.03,857927.28,24527360,24527360,868149.03,471887.28,8070649834,137,0,0,0.444444444,0.555555556,NA,0,NA,0.444444444,Quartiles 1 & 2,Quartile 2,NA,"Quartiles 1, 2, & 3",Quartile 3,NA,182476.2575,179031.8248,58909852.8,Quartile 4,0.05
90090,Mountain Institute JTED,Yavapai,3052728,2947921,2662444,2662444,390284,285477,2799693,2799693,253035,148228,1678246788,39,0,0,0.282051282,0.717948718,NA,0,NA,0.282051282,Quartiles 1 & 2,Quartile 1,NA,"Quartiles 1, 2, & 3",Quartile 2,NA,75587.71795,71787,43031968.92,Quartile 4,0.05
90123,NA,Mohave,3294685,3270472,2415986,2415986,878699,854486,2456981,2456981,837704,813491,1796729191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
92705,Southwest Technical Education District of Yuma (STEDY),Yuma,7333271,7307356,3415668,3415668,3917603,3891688,3443807,3443807,3889464,3863549,1183062653,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
