EntityID,LEA Name,County,Total: Total,"Local, Intermediate, State: Total",Total: M&O - Operations,"Local, Intermediate, State: M&O - Operations",Total: M&O - Other,"Local, Intermediate, State: M&O - Other",Total: M&O and CSF & IIF - Operations,"Local, Intermediate, State: M&O and CSF & IIF - Operations",Total: M&O and CSF & IIF - Other,"Local, Intermediate, State: M&O and CSF & IIF - Other",Total Property Revenue,Total Students,Percent Asian,Percent Black,Percent Hispanic,Percent White,Percent SPED,Percent ELL,Percent Poverty,Percent Non-White,ELL Grouping,Non-White Grouping,Poverty Grouping,Black Grouping,Hispanic Grouping,SPED Grouping,Per-Pupil Revenue: Total,Per-Pupil Revenue: Maintenance & Operations,Per-Pupil Property Revenue,Property Revenue Quartile,Property Tax Rate
4153,St Johns Unified District,Apache,9741213.86,8806334.47,6799068,6799068,2942145.86,2007266.47,7333397,7333397,2407816.86,1472937.47,28340664,863,0,0,0.25,0.646428571,0.157589803,0,0.333333333,0.353571429,Quartiles 1 & 2,Quartile 1,Quartile 4,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,10204.32731,8497.563152,32839.70336,Quartile 1,4.4972
4154,Window Rock Unified District,Apache,35197280,13616903,10971731,10971731,24225549,2645172,12034248,12034248,23163032,1582655,15733773,1859,0,0,0,0,0.124798279,0.062937063,0.443667763,1,Quartile 3,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,7324.853685,6473.506186,8463.568047,Quartile 1,2.8203
4155,Round Valley Unified District,Apache,13208642,11472283,9345608,9345608,3863034,2126675,10095846,10095846,3112796,1376437,323468780,1315,0,0,0.246743295,0.695785441,0.142965779,0.047908745,0.259285714,0.304214559,Quartile 3,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,8724.169582,7677.44943,245983.8631,Quartile 4,2.6248
4156,Sanders Unified District,Apache,13621634.21,5577036.34,4349970,4349970,9271664.21,1227066.34,4801056,4801056,8820578.21,775980.34,17997621,717,0,0,0.025641026,0,0.136680614,0.111576011,0.457165109,1,Quartile 4,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,7778.293361,6696.033473,25101.28452,Quartile 1,0
4157,Ganado Unified School District,Apache,26298484.35,10279496.12,8563567,8563567,17734917.35,1715929.12,9408654,9408654,16889830.35,870842.12,20936609,1423,0,0,0.012765957,0,0.085031623,0.072382291,0.505890052,1,Quartile 3,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,7223.820183,6611.843992,14713.00703,Quartile 1,2.0904
4158,Chinle Unified District,Apache,71622741.17,26407296.91,21816650.6,21816650.6,49806090.57,4590646.31,23869130.16,23869130.16,47753611.01,2538166.75,2714982,3483,0,0,0,0,0.125466552,0.066035027,0.514986968,1,Quartile 3,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,7581.767703,6853.037657,779.4952627,Quartile 1,4.0919
4159,Red Mesa Unified District,Apache,11000248.29,4739655.28,3920148,3920148,7080100.29,819507.28,4265121,4265121,6735127.29,474534.28,1509280,475,0,0,0,0,0.147368421,0,0.427254098,1,Quartiles 1 & 2,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,9978.221642,8979.202105,3177.431579,Quartile 1,0
4160,Concho Elementary District,Apache,4062419,3636255,2701557,2701557,1360862,934698,2796948,2796948,1265471,839307,17773135,167,0,0,0.350649351,0.649350649,0.245508982,0,0.282608696,0.350649351,Quartiles 1 & 2,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 2,Quartile 4,21773.98204,16748.19162,106425.9581,Quartile 3,7.0905
4161,Alpine Elementary District,Apache,1543585,1298828,1047591,1047591,495994,251237,1087466,1087466,456119,211362,15978118,54,0,0,0,1,0.222222222,0,0.377777778,0,Quartiles 1 & 2,Quartile 1,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,24052.37037,20138.25926,295891.0741,Quartile 4,3.1628
4162,Vernon Elementary District,Apache,2318125.48,1990445.99,1714132,1714132,603993.48,276313.99,1777396,1777396,540729.48,213049.99,16257530,107,0,0,0.112244898,0.887755102,0.196261682,0,0.260536398,0.112244898,Quartiles 1 & 2,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,18602.29897,16611.17757,151939.5327,Quartile 3,6.3328
4163,Mcnary Elementary District,Apache,3274611.7,1239473.7,1064478,1064478,2210133.7,174995.7,1149470,1149470,2125141.7,90003.7,877178,124,0,0,0,0,0.169354839,0,0.417218543,1,Quartiles 1 & 2,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,9995.755645,9269.919355,7074.016129,Quartile 1,0
4167,Fort Huachuca Accommodation District,Cochise,14934868.84,5846010.23,5220340,5220340,9714528.84,625670.23,5661777,5661777,9273091.84,184233.23,0,901,0.026755853,0.127090301,0.227424749,0.539576366,0.149833518,0.036625971,0.114583333,0.460423634,Quartile 3,Quartile 2,Quartile 1,Quartile 4,Quartile 2,Quartile 3,6488.357636,6283.881243,0,Quartile 1,0
4168,Tombstone Unified District,Cochise,9421982.92,8106985.01,6359067,6359067,3062915.92,1747918.01,6881819,6881819,2540163.92,1225166.01,50334418,840,0,0.038882139,0.29890644,0.577156744,0.180952381,0,0.227934045,0.422843256,Quartiles 1 & 2,Quartile 2,Quartile 3,Quartile 4,Quartile 2,Quartile 4,9651.172631,8192.641667,59921.92619,Quartile 2,4.8015
4169,Bisbee Unified District,Cochise,10176601,9273969,6146340,6146340,4030261,3127629,6619710,6619710,3556891,2654259,53283836,697,0,0,0.694202899,0.286956522,0.120516499,0.083213773,0.236739974,0.713043478,Quartile 4,Quartile 3,Quartile 3,"Quartiles 1, 2, & 3",Quartile 4,Quartile 2,13305.55093,9497.431851,76447.39742,Quartile 2,6.4225
4170,Willcox Unified District,Cochise,12615183.51,11446141.62,7648078,7648078,4967105.51,3798063.62,8290946,8290946,4324237.51,3155195.62,65470468,1111,0,0.017288444,0.67788899,0.304822566,0.122412241,0.106210621,0.224420191,0.695177434,Quartile 4,Quartile 3,Quartile 3,"Quartiles 1, 2, & 3",Quartile 4,Quartile 2,10302.55771,7462.59766,58929.31413,Quartile 2,6.4921
4171,Bowie Unified District,Cochise,1595181.54,1497149.02,1358816.73,1358816.73,236364.81,138332.29,1399657.04,1399657.04,195524.5,97491.98,12264455,49,0,0,0.693877551,0.306122449,0.224489796,0,0.2375,0.693877551,Quartiles 1 & 2,Quartile 3,Quartile 3,"Quartiles 1, 2, & 3",Quartile 4,Quartile 4,30554.06163,28564.42939,250295,Quartile 4,10.8023
4172,San Simon Unified District,Cochise,2205460.2,2054504.84,1792303.43,1792303.43,413156.77,262201.41,1871681.06,1871681.06,333779.14,182823.78,15208999,126,0,0,0.544,0.456,0,0.134920635,0.1125,0.544,Quartile 4,Quartile 2,Quartile 1,"Quartiles 1, 2, & 3",Quartile 3,Quartile 1,16305.59397,14854.61159,120706.3413,Quartile 3,8.9393
4173,St David Unified District,Cochise,4139451,3801448,2709261,2709261,1430190,1092187,2942952,2942952,1196499,858496,28828476,366,0,0,0.116477273,0.883522727,0.218579235,0,0.180392157,0.116477273,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,10386.46995,8040.852459,78766.32787,Quartile 3,5.6965
4174,Douglas Unified District,Cochise,35791482,29208297,23435792,23435792,12355690,5772505,25739239,25739239,10052243,3469058,70873046,4230,0,0.002609727,0.983867141,0.013523132,0.068794326,0.195508274,0.340245052,0.986476868,Quartile 4,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 4,Quartile 1,6905.034752,6084.926478,16754.85721,Quartile 1,9.5806
4175,Sierra Vista Unified District,Cochise,45798642,42740248,33902167,33902167,11896475,8838081,37121189,37121189,8677453,5619059,393857624,5589,0.022007515,0.061012704,0.386115584,0.436035069,0.133655395,0.018786903,0.191234498,0.563964931,Quartiles 1 & 2,Quartile 2,Quartile 2,Quartile 4,Quartile 3,Quartile 2,7647.208445,6641.830202,70470.14206,Quartile 2,2.1818
4176,Naco Elementary District,Cochise,3484252,3237714,2836343,2836343,647909,401371,3010225,3010225,474027,227489,4438766,306,0,0,1,0,0.091503268,0.477124183,0.277472527,1,Quartile 4,Quartile 4,Quartile 3,"Quartiles 1, 2, & 3",Quartile 4,Quartile 1,10580.76471,9837.336601,14505.77124,Quartile 1,5.0338
4177,Cochise Elementary District,Cochise,1831355.56,1761883.2,1648231,1648231,183124.56,113652.2,1696952,1696952,134403.56,64931.2,32812922,85,0,0,0.361445783,0.638554217,0.164705882,0,0.193548387,0.361445783,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,20728.03765,19964.14118,386034.3765,Quartile 4,5.0607
4178,Apache Elementary District,Cochise,209563,162290,152120,152120,57443,10170,157261,157261,52302,5029,2058223,0,NA,NA,NA,NA,NA,NA,0.409090909,NA,NA,NA,Quartile 4,NA,NA,NA,NA,NA,NA,NA,5.1388
4179,Double Adobe Elementary District,Cochise,1131472,1091974,595126,595126,536346,496848,623189,623189,508283,468785,2696162,37,0,0,0,1,0,0,0.296296296,0,Quartiles 1 & 2,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,29512.81081,16842.94595,72869.24324,Quartile 2,8.5783
4180,Palominas Elementary District,Cochise,11889061,10732808,9183026,9183026,2706035,1549782,9650824,9650824,2238237,1081984,72383994,918,0,0.026431718,0.328193833,0.585903084,0.190631808,0.033769063,0.139232673,0.414096916,Quartile 3,Quartile 2,Quartile 2,"Quartiles 1, 2, & 3",Quartile 2,Quartile 4,11691.51198,10512.88017,78849.66667,Quartile 3,5.8534
4181,McNeal Elementary District,Cochise,1064370.6,961178.11,879367.89,879367.89,185002.71,81810.22,913067.45,913067.45,151303.15,48110.66,3568598,48,0,0,0,1,0.333333333,0,0.184466019,0,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,20024.54396,19022.23854,74345.79167,Quartile 2,8.063
4185,Elfrida Elementary District,Cochise,1237679,1140052,933208,933208,304471,206844,1007946,1007946,229733,132106,8402803,107,0,0,0.470588235,0.529411765,0.158878505,0,0.11965812,0.470588235,Quartiles 1 & 2,Quartile 2,Quartile 1,"Quartiles 1, 2, & 3",Quartile 3,Quartile 3,10654.69159,9420.056075,78530.86916,Quartile 3,4.579
4186,Pearce Elementary District,Cochise,1336959.1,1239631.05,1017086,1017086,319873.1,222545.05,1067508,1067508,269451.1,172123.05,20461280,106,0,0,0.461538462,0.538461538,0.198113208,0,0.159292035,0.461538462,Quartiles 1 & 2,Quartile 2,Quartile 2,"Quartiles 1, 2, & 3",Quartile 3,Quartile 4,11694.63255,10070.83019,193030.9434,Quartile 3,4.1597
4187,Ash Creek Elementary District,Cochise,702848.37,633832.31,441868,441868,260980.37,191964.31,454618,454618,248230.37,179214.31,7407947,16,0,0,0,1,0,0,0.145833333,0,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,39614.51938,28413.625,462996.6875,Quartile 4,5.1239
4188,Pomerene Elementary District,Cochise,1388011.78,1245660.58,1092178.01,1092178.01,295833.77,153482.57,1152254.49,1152254.49,235757.29,93406.09,6580878,107,0,0,0.123809524,0.876190476,0,0,0.232704403,0.123809524,Quartiles 1 & 2,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,11641.68766,10768.73355,61503.53271,Quartile 2,6.5088
4190,Valley Union High School District,Cochise,2203631.73,2111444.06,1682634,1682634,520997.73,428810.06,1774289,1774289,429342.73,337155.06,36272030,127,0,0,0,1,0.125984252,0,0.076023392,0,Quartiles 1 & 2,Quartile 1,Quartile 1,"Quartiles 1, 2, & 3",Quartile 1,Quartile 2,16625.54378,13970.77953,285606.5354,Quartile 4,5.5913
4192,Flagstaff Unified District,Coconino,98523418.18,87431017.92,68535286,68535286,29988132.18,18895731.92,73940563,73940563,24582855.18,13490454.92,1216314746,9640,0.008506224,0.008091286,0.275103734,0.418153527,0.150829876,0.041908714,0.11660109,0.581846473,Quartile 3,Quartile 2,Quartile 1,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,9069.607668,7670.182884,126173.7288,Quartile 3,5.1475
4193,Williams Unified District,Coconino,6996976.53,5977887.53,4453042,4453042,2543934.53,1524845.53,4886454,4886454,2110522.53,1091433.53,106803849,672,0,0.016666667,0.431818182,0.5,0.144345238,0.052083333,0.337066069,0.5,Quartile 3,Quartile 2,Quartile 4,"Quartiles 1, 2, & 3",Quartile 3,Quartile 3,8895.665967,7271.508929,158934.2991,Quartile 3,4.3613
4194,Grand Canyon Unified District,Coconino,5721781,4658223,3894355,3894355,1827426,763868,4091802,4091802,1629979,566421,15934456,282,0,0,0.4082397,0.329588015,0.219858156,0.060283688,0.118811881,0.670411985,Quartile 3,Quartile 3,Quartile 1,"Quartiles 1, 2, & 3",Quartile 3,Quartile 4,16518.52128,14509.93617,56505.16312,Quartile 2,13.2834
4195,Fredonia-Moccasin Unified District,Coconino,2793320.52,2277685,1837394,1837394,955926.52,440291,1972822,1972822,820498.52,304863,22591349,210,0,0,0,0.772972973,0.152380952,0,0.152173913,0.227027027,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,10846.11905,9394.390476,107577.8524,Quartile 3,5.7544
4196,Page Unified District,Coconino,29726019.07,19291017.11,16054798,16054798,13671221.07,3236219.11,17522902,17522902,12203117.07,1768115.11,126389568,2717,0,0.004074074,0.047407407,0.16037037,0.161207214,0.036437247,0.213467546,0.83962963,Quartile 3,Quartile 3,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,7100.116713,6449.356643,46518.05962,Quartile 2,4.1805
4197,Tuba City Unified School District #15,Coconino,31448385.43,13043399.93,9618944,9618944,21829441.43,3424455.93,10582367,10582367,20866018.43,2461032.93,12670988,1626,0,0,0.007384615,0.007384615,0.151291513,0.043665437,0.318773738,0.992615385,Quartile 3,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,8021.771175,6508.220787,7792.735547,Quartile 1,4.2316
4198,NA,Coconino,577303.92,556251.26,417283.44,417283.44,160020.48,138967.82,417283.44,417283.44,160020.48,138967.82,50952908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.057
4199,Maine Consolidated School District,Coconino,2530591.91,2335160.27,1894400,1894400,636191.91,440760.27,2043555,2043555,487036.91,291605.27,30911837,121,0,0,0.10619469,0.89380531,0.173553719,0,0.083333333,0.10619469,Quartiles 1 & 2,Quartile 1,Quartile 1,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,19298.84521,16888.8843,255469.7273,Quartile 4,5.2103
4208,Globe Unified District,Gila,14710987,11908677,9797407,9797407,4913580,2111270,10734207,10734207,3976780,1174470,49440674,1704,0.012948793,0,0.344320188,0.36433196,0.119131455,0.014671362,0.257003654,0.63566804,Quartiles 1 & 2,Quartile 3,Quartile 3,"Quartiles 1, 2, & 3",Quartile 2,Quartile 2,6988.660211,6299.417254,29014.48005,Quartile 1,5.0031
4209,Payson Unified District,Gila,24470090.9,22061555.96,15053294,15053294,9416796.9,7008261.96,16360658,16360658,8109432.9,5700897.96,257917030,2361,0.00678829,0.005939754,0.2210437,0.701739499,0.160101652,0.021601017,0.244988864,0.298260501,Quartiles 1 & 2,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,9344.157543,6929.545955,109240.5887,Quartile 3,5.4989
4210,San Carlos Unified District,Gila,26328736.47,10114363.52,8222809,8222809,18105927.47,1891554.52,9113040,9113040,17215696.47,1001323.52,2507891,1502,0,0,0,0,0.15379494,0.017976032,0.38358873,1,Quartiles 1 & 2,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,6733.930439,6067.270306,1669.701065,Quartile 1,0
4211,Miami Unified District,Gila,9670740.87,8298640.37,6633288,6633288,3037452.87,1665352.37,7247820,7247820,2422920.87,1050820.37,75275816,1034,0,0,0.505408063,0.447394297,0.106382979,0.02417795,0.411283729,0.552605703,Quartiles 1 & 2,Quartile 2,Quartile 4,"Quartiles 1, 2, & 3",Quartile 3,Quartile 1,8025.764381,7009.497099,72800.59574,Quartile 2,4.9777
4212,Hayden-Winkelman Unified District,Gila,4165166.44,3675945.14,2401318,2401318,1763848.44,1274627.14,2565742,2565742,1599424.44,1110203.14,14398523,294,0,0,0.907849829,0.092150171,0.146258503,0,0.311557789,0.907849829,Quartiles 1 & 2,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 4,Quartile 3,12503.21476,8727.013605,48974.56803,Quartile 2,11.8875
4213,Young Elementary District,Gila,1420665.99,1255829.5,1174331,1174331,246334.99,81498.5,1202356,1202356,218309.99,53473.5,17282989,49,0,0,0,1,0,0,0.287234043,0,Quartiles 1 & 2,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,25629.17347,24537.87755,352714.0612,Quartile 4,6.5216
4214,Pine Strawberry Elementary District,Gila,3671862,3625883,2709472,2709472,962390,916411,2790485,2790485,881377,835398,63605642,131,0,0,0.129032258,0.870967742,0.259541985,0,0.204545455,0.129032258,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,27678.49618,21301.41221,485539.2519,Quartile 4,4.6712
4215,Tonto Basin Elementary District,Gila,1639357,1452088,1306304,1306304,333053,145784,1352456,1352456,286901,99632,13112360,72,0,0,0,1,0.194444444,0,0.294117647,0,Quartiles 1 & 2,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,20167.88889,18784.11111,182116.1111,Quartile 3,6.8236
4218,Safford Unified District,Graham,25625210.12,23448433.35,16866835,16866835,8758375.12,6581598.35,18571213,18571213,7053997.12,4877220.35,102151132,3065,0,0.008175278,0.511118378,0.451929366,0.150081566,0.006525285,0.217246596,0.548070634,Quartiles 1 & 2,Quartile 2,Quartile 2,"Quartiles 1, 2, & 3",Quartile 3,Quartile 3,7650.386085,6059.123328,33328.26493,Quartile 1,4.6961
4219,Thatcher Unified District,Graham,14557177.48,13579434.29,9686876,9686876,4870301.48,3892558.29,10643739,10643739,3913438.48,2935695.29,39963842,1750,0,0,0.22965955,0.735718407,0.161142857,0,0.188204109,0.264281593,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,7759.676737,6082.136571,22836.48114,Quartile 1,6.8988
4220,Pima Unified District,Graham,7724146,7087916,5849432,5849432,1874714,1238484,6359309,6359309,1364837,728607,15366740,912,0,0,0.251121076,0.727578475,0.217105263,0.027412281,0.27032967,0.272421525,Quartile 3,Quartile 1,Quartile 3,"Quartiles 1, 2, & 3",Quartile 2,Quartile 4,7771.837719,6972.926535,16849.49561,Quartile 1,5.0285
4221,Fort Thomas Unified District,Graham,11640801.11,4658087,3268828,3268828,8371973.11,1389259,3652954,3652954,7987847.11,1005133,4785314,628,0,0,0,0.051529791,0.189490446,0,0.32807571,0.948470209,Quartiles 1 & 2,Quartile 4,Quartile 4,"Quartiles 1, 2, & 3",Quartile 1,Quartile 4,7417.335987,5816.805732,7619.926752,Quartile 1,0
4222,Solomon Elementary District,Graham,2686784.68,2439003.53,1850956.83,1850956.83,835827.85,588046.7,1967541.01,1967541.01,719243.67,471462.52,13943803,205,0,0,0.671717172,0.328282828,0.117073171,0,0.151436031,0.671717172,Quartiles 1 & 2,Quartile 3,Quartile 2,"Quartiles 1, 2, & 3",Quartile 4,Quartile 2,11897.5782,9597.761024,68018.55122,Quartile 2,4.7555
4223,NA,Graham,8350,8350,8346,8346,4,4,8346,8346,4,4,907143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7098
4224,Bonita Elementary District,Graham,1692996,1635549,1502003,1502003,190993,133546,1560326,1560326,132670,75223,12724105,95,0,0,0.47311828,0.52688172,0.115789474,0,0.132075472,0.47311828,Quartiles 1 & 2,Quartile 2,Quartile 1,"Quartiles 1, 2, & 3",Quartile 3,Quartile 1,17216.30526,16424.48421,133937.9474,Quartile 3,6.441
4228,Duncan Unified District,Greenlee,4350164.95,3865553.49,3166177,3166177,1183987.95,699376.49,3381142,3381142,969022.95,484411.49,13500313,368,0,0,0.190082645,0.809917355,0.144021739,0,0.161410019,0.190082645,Quartiles 1 & 2,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,10504.22144,9187.88587,36685.63315,Quartile 1,7.3461
4230,Morenci Unified District,Greenlee,14834572.57,13738288.51,8332600,8332600,6501972.57,5405688.51,9181392,9181392,5653180.57,4556896.51,423566890,1536,0,0.01310616,0.631061599,0.288990826,0.089192708,0,0.089852827,0.711009174,Quartiles 1 & 2,Quartile 3,Quartile 1,"Quartiles 1, 2, & 3",Quartile 3,Quartile 1,8944.198249,5977.46875,275759.694,Quartile 4,2.0937
4231,Blue Elementary District,Greenlee,159162,99798,86033,86033,73129,13765,92910,92910,66252,6888,726529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9358
4232,NA,Greenlee,7019,1855,1850,1850,5169,5,1850,1850,5169,5,625590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9679
4234,Maricopa County Regional School District,Maricopa,5525499.75,4250183.44,3439359,3439359,2086140.75,810824.44,3741967,3741967,1783532.75,508216.44,0,692,0.047965116,0.104651163,0.751453488,0.075581395,0.10982659,0.184971098,NA,0.924418605,Quartile 4,Quartile 4,NA,Quartile 4,Quartile 4,Quartile 1,6141.883584,5407.466763,0,Quartile 1,0
4235,Mesa Unified District,Maricopa,622351223.5,540963731.2,420320519,420320519,202030704.5,120643212.2,454270393,454270393,168080830.5,86693338.16,3030255065,62981,0.012575221,0.045347009,0.443975167,0.423318144,0.165796034,0.066655023,0.180264427,0.576681856,Quartile 3,Quartile 2,Quartile 2,Quartile 4,Quartile 3,Quartile 4,8589.31632,7212.816453,48113.79726,Quartile 2,7.6717
4236,Wickenburg Unified District,Maricopa,16718609.91,15004571.07,10090047,10090047,6628562.91,4914524.07,10911720,10911720,5806889.91,4092851.07,207813159,1370,0,0.025792189,0.313927782,0.643330877,0.110218978,0.032846715,0.151494093,0.356669123,Quartile 3,Quartile 1,Quartile 2,"Quartiles 1, 2, & 3",Quartile 2,Quartile 1,10952.24166,7964.759124,151688.4372,Quartile 3,8.2111
4237,Peoria Unified School District,Maricopa,335783518.6,308473223,231199530,231199530,104583988.6,77273693.02,251417843,251417843,84365675.62,57055380.02,1780118947,37532,0.025631461,0.047825855,0.344665885,0.525711393,0.13801556,0.031146755,0.117172652,0.474288607,Quartile 3,Quartile 2,Quartile 1,Quartile 4,Quartile 2,Quartile 2,8218.939119,6698.759539,47429.36553,Quartile 2,7.5293
4238,Gila Bend Unified District,Maricopa,6270536.14,5319376.1,4057240,4057240,2213296.14,1262136.1,4266904,4266904,2003632.14,1052472.1,105327598,455,0,0,0.643652561,0.086859688,0.09010989,0.2,0.275280899,0.913140312,Quartile 4,Quartile 4,Quartile 3,"Quartiles 1, 2, & 3",Quartile 3,Quartile 1,11690.93648,9377.810989,231489.2264,Quartile 4,4.6995
4239,Gilbert Unified District,Maricopa,320163990.5,299120223.2,219439705,219439705,100724285.5,79680518.19,238318440,238318440,81845550.53,60801783.19,1900979361,34226,0.037632209,0.03140887,0.23733419,0.633787179,0.130982294,0.016829311,0.072116665,0.366212821,Quartiles 1 & 2,Quartile 2,Quartile 1,"Quartiles 1, 2, & 3",Quartile 2,Quartile 2,8739.561246,6963.081868,55541.96695,Quartile 2,6.2141
4240,Scottsdale Unified District,Maricopa,256088939.4,241256273.9,158185381.9,158185001.4,97903557.51,83071272.48,170777604.6,170777224.1,85311334.79,70479049.76,5306326867,22227,0.050974041,0.045980114,0.227336123,0.633778738,0.103342781,0.0274441,0.084141222,0.366221262,Quartile 3,Quartile 2,Quartile 1,Quartile 4,Quartile 2,Quartile 1,10854.19867,7683.323171,238733.3813,Quartile 4,3.8834
4241,Paradise Valley Unified District,Maricopa,343293873.8,320218761.4,216497979,216497979,126795894.8,103720782.4,233425766,233425766,109868107.8,86792995.38,3381200251,31023,0.032237266,0.033526757,0.316408769,0.560799484,0.147503465,0.054669116,0.115686554,0.439200516,Quartile 3,Quartile 2,Quartile 1,"Quartiles 1, 2, & 3",Quartile 2,Quartile 3,10321.97922,7524.280888,108990.1122,Quartile 3,6.6566
4242,Chandler Unified District #80,Maricopa,448767105.8,428061433.3,291675279.7,291675279.7,157091826.1,136386153.6,317477127.2,317477127.2,131289978.6,110584306.1,2691741310,45848,0.089413869,0.052003577,0.271928102,0.529677377,0.112065957,0.026544233,0.084723627,0.470322623,Quartile 3,Quartile 2,Quartile 1,Quartile 4,Quartile 2,Quartile 1,9336.53449,6924.557826,58710.11407,Quartile 2,6.7514
4243,Dysart Unified District,Maricopa,221389261.1,199786530.3,156532208,156532208,64857053.08,43254322.29,169891056,169891056,51498205.08,29895474.29,1280332490,24253,0.01744258,0.072780504,0.394540431,0.45037318,0.157506288,0.029027337,0.128314136,0.54962682,Quartile 3,Quartile 2,Quartile 1,Quartile 4,Quartile 3,Quartile 3,8237.600721,7004.95015,52790.68528,Quartile 2,6.9421
4244,Cave Creek Unified District,Maricopa,50548562.84,48499388.93,33110050,33110050,17438512.84,15389338.93,36023909,36023909,14524653.84,12475479.93,1975121478,5396,0.020756116,0.01130467,0.101742031,0.837101557,0.14306894,0.010378058,0.068596046,0.162898443,Quartiles 1 & 2,Quartile 1,Quartile 1,"Quartiles 1, 2, & 3",Quartile 1,Quartile 3,8988.026117,6676.039474,366034.3732,Quartile 4,1.8297
4245,Queen Creek Unified District,Maricopa,110476166.1,106853029.3,52695092,52695092,57781074.09,54157937.27,56911215,56911215,53564951.09,49941814.27,452696977,7736,0.014219235,0.029214064,0.228283351,0.682781799,0.134565667,0.009307135,0.053918145,0.317218201,Quartiles 1 & 2,Quartile 1,Quartile 1,"Quartiles 1, 2, & 3",Quartile 2,Quartile 2,13812.43915,7356.672053,58518.2235,Quartile 2,7.5474
4246,Deer Valley Unified District,Maricopa,325977103,301944929,209894738,209894738,116082365,92050191,226686151,226686151,99290952,75258778,2575110830,34477,0.036989759,0.037482956,0.197887957,0.679451101,0.122081388,0.021811643,0.0891819,0.320548899,Quartiles 1 & 2,Quartile 1,Quartile 1,Quartile 4,Quartile 1,Quartile 2,8757.865505,6574.996403,74690.68741,Quartile 2,6.8438
4247,Fountain Hills Unified District,Maricopa,15721268.65,14235939.37,9691484,9691484,6029784.65,4544455.37,10575109,10575109,5146159.65,3660830.37,484974661,1397,0.007890961,0.014347202,0.118364419,0.657101865,0.115246958,0.014316392,0.062343246,0.342898135,Quartiles 1 & 2,Quartile 1,Quartile 1,"Quartiles 1, 2, & 3",Quartile 1,Quartile 1,10190.36462,7569.870437,347154.3744,Quartile 4,2.4726
